"id_celda","celda_raster","x","y","altitud_m","anio","semana","precipitacion_mm","temperatura_vecino_c","temperatura_bilineal_c","radiacion_vecino_mj_m2_dia","radiacion_bilineal_mj_m2_dia"
83,431,-76.3749984558672,4.42499932087958,1646.22204589844,2010,29,33.400318145752,21.0414295196533,21.3080749511719,15.5057144165039,15.5940685272217
385,940,-76.8249984625727,3.72499931044877,1343.96459960938,2013,28,0,22.5057144165039,22.5516796112061,14.5871429443359,14.0801372528076
665,1343,-77.0249984655529,3.17499930225313,789.271606445312,2012,47,94.3735885620117,20.5342864990234,22.0630702972412,14.2014284133911,13.900336265564
235,737,-75.8749984484166,4.02499931491912,2776.21411132812,2021,34,16.7117214202881,17.5357151031494,17.8748111724854,16.4200000762939,16.2214756011963
289,802,-76.3249984551221,3.924999313429,980.649169921875,2013,17,66.4377899169922,18.1742858886719,18.576696395874,16.6457138061523,16.5594291687012
99,471,-76.224998453632,4.37499932013452,1564.67199707031,2020,35,46.6876754760742,20.9071426391602,20.051441192627,14.957142829895,15.5681200027466
657,1324,-76.1249984521419,3.22499930299818,3007.64990234375,2012,34,14.2530574798584,15.0085716247559,16.37868309021,16.2257137298584,16.4019203186035
532,1154,-77.2249984685331,3.42499930597842,86.599739074707,2014,52,11.3068981170654,25.7785720825195,24.3908138275146,14.2842855453491,14.5280055999756
491,1094,-76.5249984581023,3.52499930746853,1165.43579101562,2024,1,10.6358108520508,17.4099998474121,20.2327308654785,17.0385723114014,17.0234661102295
532,1154,-77.2249984685331,3.42499930597842,86.599739074707,2012,32,83.9686737060547,26.1957149505615,24.5963706970215,14.3057146072388,14.6462392807007
646,1307,-76.9749984648078,3.22499930299818,1249.63293457031,2025,51,0,20.3485717773438,21.6615371704102,12.3900003433228,12.1783580780029
108,502,-76.5249984581023,4.32499931938946,989.56787109375,2016,16,105.364875793457,22.8899993896484,23.3377437591553,13.3128566741943,13.8254833221436
4,103,-76.1249984521419,4.8749993275851,2051.62963867188,2013,27,29.8909454345703,21.4699993133545,20.1664848327637,15.6514282226562,16.9804077148438
338,871,-76.5749984588474,3.82499931193888,1647.0146484375,2016,15,38.2421264648438,24.3242855072021,21.2567443847656,13.9300003051758,13.5728225708008
612,1261,-77.4249984715133,3.27499930374324,16.776762008667,2014,44,206.409332275391,25.8871421813965,24.9401683807373,14.0200004577637,14.2818431854248
301,821,-77.2249984685331,3.87499931268394,44.7871398925781,2016,11,0,26.6071434020996,25.4506359100342,15.3257141113281,14.9678592681885
213,707,-77.3749984707683,4.02499931491912,29.9297866821289,2014,34,108.477668762207,26.4785709381104,25.9397220611572,14.4371433258057,14.0428352355957
188,670,-77.3749984707683,4.07499931566417,34.8767967224121,2022,21,82.4954681396484,27.0242862701416,26.4590930938721,13.4542856216431,13.8244667053223
582,1214,-76.0749984513968,3.37499930523336,3559.00219726562,2011,21,54.8620147705078,15.6714286804199,16.1310195922852,14.542857170105,15.4249801635742
120,514,-75.9249984491616,4.32499931938946,1363.33264160156,2020,17,69.5546035766602,15.8657140731812,18.4147968292236,16.6742858886719,16.2719554901123
683,1387,-76.6749984603375,3.12499930150807,1266.634765625,2017,50,90.255012512207,20.6885719299316,19.204626083374,15.208571434021,15.8221216201782
353,897,-77.124998467043,3.77499931119382,15.67751121521,2019,48,30.1050758361816,24.0514278411865,24.6443061828613,12.1071424484253,12.3716554641724
420,988,-76.2749984543771,3.67499930970371,1023.16107177734,2020,18,34.8680686950684,17.2014293670654,18.2395629882812,14.872857093811,15.1092596054077
470,1063,-76.224998453632,3.57499930821359,1133.84167480469,2022,1,34.1311454772949,16.2414283752441,16.62770652771,12.3942861557007,13.2305917739868
120,514,-75.9249984491616,4.32499931938946,1363.33264160156,2019,4,0,16.4614276885986,19.2237167358398,18.7242851257324,16.2082405090332
321,842,-76.1749984528869,3.87499931268394,1891.25732421875,2019,44,27.6958065032959,18.4428577423096,17.8896961212158,15.2457141876221,15.5994186401367
148,587,-75.9749984499067,4.22499931789935,1191.93664550781,2016,2,56.6190719604492,18.3757133483887,18.617130279541,16.3842849731445,14.7975788116455
390,945,-76.5749984588474,3.72499931044877,1386.21984863281,2010,32,0,22.6614284515381,20.0047988891602,13.9685716629028,14.0491333007812
560,1192,-77.1749984677881,3.37499930523336,83.5121688842773,2016,50,41.8816833496094,21.9042854309082,23.4159450531006,18.1571426391602,16.8354415893555
215,711,-77.1749984677881,4.02499931491912,64.1255569458008,2021,11,98.6498794555664,23.9500007629395,25.2993812561035,18.1000003814697,17.2593383789062
